Date,ABI.BR,AD.AS,ADSGn.DE,ADYEN.AS,AIR.PA,AIRP.PA,ALVG.DE,ASML.AS,AXAF.PA,BASFn.DE,BAYGn.DE,BBVA.MC,BMWG.DE,BNPP.PA,CRH.I,DANO.PA,DB1Gn.DE,DPWGn.DE,DTEGn.DE,ENEI.MI,ENI.MI,ESLX.PA,FLTRF.I,HRMS.PA,IBE.MC,IFXGn.DE,INGA.AS,ISP.MI,ITX.MC,LINI.DE,LVMH.PA,MBGn.DE,MUVGn.DE,NDAFI.HE,NOKIA.HE,OREP.PA,PERP.PA,PRTP.PA,PRX.AS,SAF.PA,SAN.MC,SAPG.DE,SASY.PA,SCHN.PA,SGEF.PA,SIEGn.DE,STLAM.MI,TTEF.PA,VNAn.DE,VOWG_p.DE
2014-04-08,1707771,3369815,967103,#N/A N/A,4467679,1408308,1904338,1460127,10187547,2321102,1745219,56009771,1620318,4719994,2730004,2617573,967458,4888930,9014399,53239619,12301350,686295,18989,29452,48931134,10347079,38602902,221233607,7920055,#N/A N/A,874703,4182062,773269,810055,37056627,642191,726585,346929,#N/A N/A,1604683,141978872,2160270,3474608,1789593,1520294,2395309,#N/A N/A,6527939,67754,50243
2014-04-09,1154489,2563825,754956,#N/A N/A,1936047,982934,1447624,1217499,4413422,1789185,1385425,29993471,1369298,3445970,1372708,1930800,540553,3220940,9727375,36098261,11451209,362001,4528,8301,31877386,6209073,20994147,164658041,4960080,#N/A N/A,858409,5537609,634434,546316,17382950,608517,626363,373993,#N/A N/A,646538,73602091,1979471,2784742,1267692,920110,1323310,#N/A N/A,3741066,62533,129054
2014-04-10,1005995,3186551,875639,#N/A N/A,2654407,1033476,1791301,1322960,6999025,2876828,1474844,33919993,1295717,4249797,2104538,1184878,679004,3458179,8821236,55084900,15091823,438174,4493,22421,422630657,5242014,18815578,142484725,4728330,#N/A N/A,3080932,5595585,794760,903850,14948156,783759,464082,515827,#N/A N/A,952425,70310159,2125930,2636022,1348728,1037054,1730168,#N/A N/A,3887951,77564,92554
2014-04-11,1405902,3140904,1172698,#N/A N/A,3378770,1584640,2344409,2183935,10279442,2940443,2576874,38037418,1779345,6018111,2681464,1938523,960561,4577386,12130047,55297136,14011226,638416,8505,19429,74398997,10432573,32215163,221129015,7481520,#N/A N/A,1349312,4565594,893259,883446,14193682,745333,413822,335160,#N/A N/A,1085530,112135527,3051315,3560517,1482433,1591789,2186141,#N/A N/A,6053872,133294,75756
2014-04-14,1676665,3145275,843649,#N/A N/A,4137397,1275770,2177769,1674590,7264132,2260766,1734421,35682579,1178870,4188023,2437520,2075057,668781,5449115,7008829,39215057,15300732,466806,37009,16992,37012746,7761714,26991505,124880814,7370835,#N/A N/A,1091979,3743290,849458,754440,16417403,1232834,711455,249864,#N/A N/A,888570,110788752,2299746,3004939,1311114,1464689,1656332,#N/A N/A,5696088,128321,48799
2014-04-15,1771300,2888289,901434,#N/A N/A,2615645,1212561,2321496,1633010,6342444,2501408,2433058,40377276,1386384,4169916,2675860,2409229,692663,4320505,11126376,40202477,16670246,520662,8384,21576,81384152,7886731,22918338,175066435,8021400,#N/A N/A,1139499,4436817,835585,1269935,14982884,1567225,710619,239140,#N/A N/A,583035,118641064,3086256,2624660,1295193,1121670,2077644,#N/A N/A,5817823,81266,56157
2014-04-16,2602049,2116026,1496214,#N/A N/A,2576014,1333731,1758522,6224330,6961412,2326077,2078391,19029045,1480554,3991063,1856887,2643884,811767,3708529,10339939,52479535,24208677,659738,14388,12424,37808203,7398190,26023899,202047115,7524710,#N/A N/A,905305,3690862,736782,647629,16649797,662980,748630,235352,#N/A N/A,801365,75428753,3167071,2409142,1615381,1461993,1742727,#N/A N/A,5463235,105697,50648
2014-04-17,1678866,2367409,2201107,#N/A N/A,1812538,1224560,1962929,3053937,5899325,2537136,1738614,21446928,1470764,3339557,1511796,2620381,636363,3257795,7514212,27135882,43071418,611984,4394,19000,29204085,8973218,17513883,241935312,3402155,#N/A N/A,733457,4520765,1461894,366293,16501604,583989,1031556,249182,#N/A N/A,948878,62657492,5114629,2133776,1171963,1159095,1684009,#N/A N/A,8701326,91522,60843
2014-04-18,1678866,2367409,2201107,#N/A N/A,1812538,1224560,1962929,3053937,5899325,2537136,1738614,21446928,1470764,3339557,1511796,2620381,636363,3257795,7514212,27135882,43071418,611984,4394,19000,29204085,8973218,17513883,241935312,3402155,#N/A N/A,733457,4520765,1461894,366293,16501604,583989,1031556,249182,#N/A N/A,948878,62657492,5114629,2133776,1171963,1159095,1684009,#N/A N/A,8701326,91522,60843
2014-04-21,1678866,2367409,2201107,#N/A N/A,1812538,1224560,1962929,3053937,5899325,2537136,1738614,21446928,1470764,3339557,1511796,2620381,636363,3257795,7514212,27135882,43071418,611984,4394,19000,29204085,8973218,17513883,241935312,3402155,#N/A N/A,733457,4520765,1461894,366293,16501604,583989,1031556,249182,#N/A N/A,948878,62657492,5114629,2133776,1171963,1159095,1684009,#N/A N/A,8701326,91522,60843
2014-04-22,1768792,4680695,1356943,#N/A N/A,2406706,1402048,2088441,1892575,7461036,2607322,2522726,28689470,1264123,3741311,1923033,2368545,716232,3764312,9330929,38367556,13866359,661430,14943,19854,44668560,6068747,15615439,107419854,35289770,#N/A N/A,703888,3218446,969103,843004,17331538,596579,549803,205327,#N/A N/A,744087,90190456,3113329,2679970,1398463,1513310,1616502,#N/A N/A,5065445,166800,80482
2014-04-23,1557943,2672401,1347465,#N/A N/A,2173992,1107264,1880409,2059190,4553662,2085356,1799066,37831273,1079207,2952853,1512479,1585516,435157,4555005,7596869,34641937,14848994,573149,10540,9665,37752889,5205112,12169301,120919580,27453080,#N/A N/A,783380,2628369,1005871,673178,10834916,506692,629724,189926,#N/A N/A,1515738,132145296,2509401,2345213,1454402,1635858,1650151,#N/A N/A,5445870,165279,55464
2014-04-24,1349995,3831503,1092808,#N/A N/A,1692272,1950963,1876526,2366842,4062799,3410755,2056606,42882096,1937576,4940025,1600614,1558542,499559,4103455,8700341,31751796,12931819,386677,8990,13431,27868279,8752573,17892717,115867669,106134920,#N/A N/A,802627,3259714,1005465,590766,13235308,503408,542436,214365,#N/A N/A,1056286,117090631,2612896,2728755,3562188,1328091,2529782,#N/A N/A,5690007,127351,45840
2014-04-25,1142335,2835336,936942,#N/A N/A,1142789,1320445,1726648,1486387,5175782,3463448,1723980,25431813,1386902,2873354,1242809,1332056,561920,3569105,12824081,37674058,13055475,673233,3328,9651,20858347,6574344,16946212,93991886,40126880,#N/A N/A,653855,2702968,700178,655704,20743943,561149,447005,654586,#N/A N/A,941628,52799087,2874287,1997487,1239130,2535721,1662076,#N/A N/A,4654126,36188,43969
2014-04-28,1312024,2620943,788362,#N/A N/A,1386296,1037637,1483032,1181283,4643275,2413988,3270174,26189344,903623,3084856,2893028,1328442,620707,2900669,8168382,28885626,14577433,529905,13803,11572,46633883,7599800,14339602,83559156,3636675,#N/A N/A,608633,2263027,744695,847938,18717858,552152,356925,181608,#N/A N/A,607280,58782971,2153530,3180923,897682,1276802,3405840,#N/A N/A,4879965,71547,32657
2014-04-29,1579214,2547480,987553,#N/A N/A,1343224,891503,2140294,1299677,6817864,3053338,2981841,32710098,1196538,4035018,1575369,1495239,999448,3120005,11644132,33629240,17167651,1117375,10060,24759,40601392,14435779,13648004,117766911,6539575,#N/A N/A,1277314,2894486,877658,1393377,64492494,756331,380766,242645,#N/A N/A,1150532,84457359,2361262,4011072,1283154,1936494,2583758,#N/A N/A,6437367,76625,94940
2014-04-30,2812319,2821012,851023,#N/A N/A,3058674,1033160,1657485,1164948,6960415,3462045,2570873,52517753,1164847,9915446,1263710,1588109,964086,3844351,14495629,31945544,13694506,898972,16437,19067,35536138,9003054,19414608,104696588,16183295,#N/A N/A,669014,4903243,1711679,873028,22329651,1107129,536159,243208,#N/A N/A,1111865,86706344,2317520,3290771,1215023,1987678,2576721,#N/A N/A,6541204,122493,75138
2014-05-01,2812319,2821012,851023,#N/A N/A,3058674,1033160,1657485,1164948,6960415,3462045,2570873,52517753,1164847,9915446,970268,1588109,964086,3844351,14495629,31945544,13694506,898972,3360,19067,35536138,9003054,19414608,104696588,16183295,#N/A N/A,669014,4903243,1711679,873028,22329651,1107129,536159,243208,#N/A N/A,1111865,86706344,2317520,3290771,1215023,1987678,2576721,#N/A N/A,6541204,122493,75138
2014-05-02,1870879,3905400,900264,#N/A N/A,2189419,900748,1791142,1691714,7404688,5203514,2059688,22673102,1167197,9055362,1147021,1738481,742784,3386789,20565878,33298737,9334375,449300,22221,13831,37035444,5709975,16292153,85509596,48864120,#N/A N/A,635704,3591544,1289602,624500,14275621,717480,490258,165256,#N/A N/A,653595,40665993,2429222,2076691,1202148,1699714,1975931,#N/A N/A,5418723,144634,67018
2014-05-05,882552,2779886,720174,#N/A N/A,2154924,659913,1504348,1278388,6038807,3637548,1638266,43490953,1402990,3728576,1147021,1103156,661303,2966849,9162037,26688630,9960622,368488,22221,7887,30974026,5614117,9640818,82561752,11315145,#N/A N/A,458565,2235158,608365,687498,11019915,758626,288910,112294,#N/A N/A,732108,57854259,2654030,2090841,874084,970293,1843998,#N/A N/A,3396223,44053,69295
2014-05-06,1511731,2310523,1305138,#N/A N/A,1742446,712608,1526007,1378952,9055180,2956813,2219732,19694367,1754563,4986607,1693905,1494276,658887,3294995,8902363,32300462,19104313,375920,9577,6728,31206721,11989340,11841518,85508127,31897065,#N/A N/A,489814,3190073,532541,312135,11976488,533210,252896,151855,#N/A N/A,599568,47899015,3056876,2085659,970557,1095386,2110349,#N/A N/A,4085764,77825,49051
2014-05-07,2345825,4259828,1221384,#N/A N/A,2303893,1003045,2868296,1672954,12356635,2799868,2142402,26163802,1650361,6670222,2973006,2509801,615922,3045640,12754202,37271279,27121727,560459,5755,12435,41460702,5585190,19214652,161488336,21039635,#N/A N/A,704756,3401946,775296,518931,10777172,677246,547740,196887,#N/A N/A,1174779,61666127,2919183,2874909,1108570,1831001,3884514,#N/A N/A,6301281,202720,52484
2014-05-08,2173247,3649472,1757296,#N/A N/A,2776321,1318615,2557882,1361531,9408550,2862219,1903597,32822066,2225996,6457984,2750667,2189550,1068477,4588439,13855751,84944646,28533586,750904,9664,9658,30478674,9518159,18795112,175746127,19588150,#N/A N/A,884829,4131430,916411,1094528,15141473,810662,608325,251216,#N/A N/A,1465135,74547462,4123935,2980431,1475721,1626011,2434841,#N/A N/A,8104437,182550,51892
2014-05-09,1257407,5729499,1055885,#N/A N/A,2219115,852436,1495906,1149098,6008930,1928151,1394423,24031190,1190803,3633026,1895500,1493050,835330,2888743,13387188,43035751,29941262,415325,7632,21071,28531080,4738618,10122658,137458057,17184065,#N/A N/A,472593,3280838,548622,502957,11402191,661496,374032,167046,#N/A N/A,644873,62152335,3816791,2363209,1109270,1384038,1668964,#N/A N/A,5614472,86359,40368
2014-05-12,1164762,2960337,717149,#N/A N/A,2757696,761081,1394006,1059272,9261351,2133113,1706316,22823292,1627317,3187858,1228553,1938519,854708,4015234,14234651,34884589,28459986,403711,4932,8889,49111802,6409027,11175673,146995814,9142875,#N/A N/A,497820,3326130,445438,358348,12701874,689905,425278,155309,#N/A N/A,689453,61615158,2969021,2959866,1634392,1595957,2045435,#N/A N/A,3908210,92062,48976
2014-05-13,1513986,3986692,1402726,#N/A N/A,5405943,1322152,1559134,1167858,9187482,2436105,1700368,22670004,1701553,5914361,1254616,3298736,913964,3654023,14624067,32914375,30349897,567932,7434,7194,21860974,5157730,16830964,141677722,4755035,#N/A N/A,789052,4178277,515561,943702,14970713,624405,800676,218703,#N/A N/A,1327655,49089782,2389275,2158982,1465532,1300111,2744558,#N/A N/A,4254314,127477,116131
2014-05-14,1479970,4113675,1002841,#N/A N/A,2203411,939522,1428266,1260388,6830732,1977198,1209417,20682503,1295058,3466637,1149028,2108252,871266,4130707,11583009,28607454,46549546,411979,14564,9486,25081557,3956621,12198761,184468809,3862935,#N/A N/A,800289,2561107,513236,559730,9142692,449798,434841,126994,#N/A N/A,594511,72159693,1972032,2002206,1357047,1262936,2075227,#N/A N/A,4475115,171011,68446
2014-05-15,1761243,4216774,1127111,#N/A N/A,2743758,1603137,1835746,1331675,10451146,2809960,2160532,41766319,2526006,7000024,2446829,2252526,1232811,11241437,28471417,146892579,28223522,639712,31224,9824,35436850,6326364,33060592,430143362,4282640,#N/A N/A,1157770,4135812,647423,770983,13031366,975903,661805,364908,#N/A N/A,710570,100079917,2884114,3689562,2350616,2340172,3428747,#N/A N/A,5221242,127459,63081
2014-05-16,2428457,4102404,1091687,#N/A N/A,2904581,1400310,1998170,1249169,10769446,3008691,2328787,33566651,2413624,8001723,2891838,2134674,1194826,6088201,17627003,49059694,34120795,672520,12484,10000,35864708,7687007,36398858,304199892,12553175,#N/A N/A,812583,4073577,676836,636197,11219019,905436,907331,285290,#N/A N/A,779536,71014387,3767516,2914615,1629583,2057656,2682263,#N/A N/A,5683978,100614,93028
2014-05-19,1501345,3662074,1106357,#N/A N/A,2669821,900738,1211477,891408,8102790,2242674,1521669,23063973,1613657,5072925,1423199,1409341,746027,4483777,10936181,43825965,17225234,429165,10956,12969,20736932,5040455,23500428,124014887,5098085,#N/A N/A,797627,2852957,654922,748368,9737394,682183,469812,203689,#N/A N/A,719354,43078240,3872518,2297833,1806522,1695223,2244303,#N/A N/A,4694072,114911,48970
2014-05-20,1214893,3916462,751278,#N/A N/A,2433338,607786,887591,768241,5739326,1833821,797425,22759807,1068609,4508843,1247027,1994081,505763,2954951,9135499,31069977,15142269,320198,12591,11813,23166978,3372952,19432852,140831530,7741385,#N/A N/A,528324,2148441,523506,621075,11675314,730472,487809,159731,#N/A N/A,834380,57423710,2650174,1892253,1331181,1359749,2697399,#N/A N/A,3673732,5223125,34437
2014-05-21,1171542,4859100,735235,#N/A N/A,1932679,632570,1104397,993656,5226456,1762672,1077829,31331945,1178464,5284330,1779223,1477298,479452,3717067,10565771,34731379,37776398,327408,8959,10642,29313009,4229955,21028967,196325148,8647525,#N/A N/A,807472,2285276,634881,684860,23637690,601129,364888,191275,#N/A N/A,731716,45522730,3067566,2227952,1391079,1298328,2984810,#N/A N/A,4037050,898007,65593
2014-05-22,1070925,2933626,869975,#N/A N/A,2173196,705801,830855,1204162,4742506,1382189,913270,21998522,1134750,3686924,1271125,1461121,458266,4110127,6894047,41671794,25559912,393037,4578,5663,17121154,3604127,22980000,233731873,4986140,#N/A N/A,543032,2298751,393378,641816,26515470,462093,413926,176438,#N/A N/A,742959,69372271,2635958,1952981,1173730,992877,1925333,#N/A N/A,2689780,461676,45599
2014-05-23,790806,3126621,915641,#N/A N/A,1833373,640758,967633,1075592,3691035,1596906,935894,24144137,1029319,3085971,1362031,1168045,414423,3352614,7817737,31163720,35871721,398931,7218,10665,15473591,2882659,11283666,142447536,4045670,#N/A N/A,527907,2072763,399421,418659,13609841,347804,376780,194690,#N/A N/A,634316,26632578,1894843,1171858,1306551,947195,1976515,#N/A N/A,2838596,706222,31373
2014-05-26,764275,2622440,742632,#N/A N/A,971686,517436,829023,583994,3460668,1320071,997842,47387657,938777,2011846,1362031,758731,318109,4197160,8629778,52202338,20711636,183274,7218,4730,15206017,2725942,7389480,192216903,2550930,#N/A N/A,370505,2466911,332490,406951,5279440,252407,175587,103243,#N/A N/A,473195,32159862,2013497,1235571,707731,801758,1397419,#N/A N/A,1973746,238353,37289
2014-05-27,1191264,6299412,751251,#N/A N/A,2601200,805904,1367542,1412647,6373161,2097067,1754845,25523109,1197488,2940648,2107906,1149608,554509,5785077,13354120,30215374,36966878,349439,8000,8557,27188590,8541663,13545051,143905968,6239140,#N/A N/A,576118,2622634,538990,542041,11222174,415347,290222,129531,#N/A N/A,833401,81962009,2967633,1772011,1591667,913220,1997776,#N/A N/A,4318099,297319,51212
2014-05-28,1356276,10071028,719847,#N/A N/A,2165997,867653,1203093,1136289,6425176,1837084,1700297,26591018,1036264,3818976,1059730,1174782,350303,4866059,16040064,30926539,35477901,425524,9736,9197,15443627,6109258,10160672,120815046,3274920,#N/A N/A,760567,2240678,383590,406228,8003242,565360,467102,102111,#N/A N/A,602385,46780480,2449070,2723814,1682818,831323,1567077,#N/A N/A,3875344,374675,43255
2014-05-29,1025205,4354707,474642,#N/A N/A,1276512,472192,650671,604539,2480003,994191,907547,12921046,728236,3137130,883406,1027363,250994,1888497,31783995,40257659,8540299,167569,5738,6584,31070501,3298027,8668905,85636853,8069675,#N/A N/A,426410,1425844,265018,406228,8003242,362829,294206,59409,#N/A N/A,436623,48306625,1170077,1200108,1051632,870918,1136382,#N/A N/A,2423366,90739,16614
2014-05-30,1462290,5518035,635739,#N/A N/A,1733650,914567,1059628,1250766,5935444,1815878,1566828,22888809,878996,15780244,1655884,1543470,804064,6403102,29200774,38376936,9431410,554980,18419,17967,47921715,7138002,11100713,142521756,8213955,#N/A N/A,2107916,2988404,451071,604910,18487794,598098,511977,255827,#N/A N/A,929686,61476635,1958244,2362134,3381522,1248944,1722815,#N/A N/A,4599840,410144,44257
2014-06-02,971884,3001449,504765,#N/A N/A,2625524,1384517,829387,906683,3988621,1425829,1189434,28320397,1087656,4528642,1290100,888753,529949,2550785,11056308,22326805,11335702,305037,6212,14820,19342332,6493478,7992373,125938200,6171840,#N/A N/A,581455,2295447,415116,463614,20100226,576584,341766,164664,#N/A N/A,489897,40723929,1657351,1790199,1246032,1044374,1350236,#N/A N/A,3562344,241882,34660
2014-06-03,683812,2946573,543888,#N/A N/A,1271265,1063500,770784,1009663,4367582,1629883,1651002,32152637,1019484,3124869,1739151,1267870,632664,3025550,12468685,27867659,9051076,258354,7809,13573,22804107,5613600,9446809,137850037,5058040,#N/A N/A,502271,2396017,423784,309744,11214463,427649,296825,89717,#N/A N/A,536315,42013150,2117265,1416544,1001428,994167,1280037,#N/A N/A,2355294,219199,40681
2014-06-04,1570119,2335546,605496,#N/A N/A,1233307,1033338,1035240,973698,5621940,2180182,1366344,18190510,1284077,4586677,1565987,1034500,607599,3317009,9111737,40428398,22023700,335527,6354,9643,14738870,6039633,12439229,93434027,5087655,#N/A N/A,527154,2593090,392064,661960,13784011,365660,412509,162379,#N/A N/A,622631,57623543,2601744,1855425,1040292,1639432,1635126,#N/A N/A,3902849,211949,142068
2014-06-05,1597612,3637966,1841093,#N/A N/A,2800867,1385915,1594536,2359519,10356960,2921844,2493190,45306664,1824330,7374739,2454984,1463055,893027,3747048,19410531,59724053,16015592,491147,13938,12283,33717258,6954674,30777468,282979866,4764445,#N/A N/A,898515,4543885,635966,1492989,12323354,610861,577392,143268,#N/A N/A,725657,86927173,3236189,2878128,1652528,2042323,2305537,#N/A N/A,5739725,302461,102491
2014-06-06,1669590,3201229,1011737,#N/A N/A,2090559,1196676,1397873,1554700,9082929,2140316,1626287,46037648,1099102,5909066,1783115,2005903,461921,3020962,10128354,43514499,11893557,466402,100977,11475,29734491,3951913,26044613,271736779,4554795,#N/A N/A,969312,2869813,590014,287360,14502830,656466,646759,193242,#N/A N/A,681293,86742070,2839787,2150166,1432654,1862070,1770511,#N/A N/A,4672670,739557,61312
2014-06-09,848478,1967472,706753,#N/A N/A,1002275,864515,801057,663160,3905643,1073881,1013933,20788560,647364,2510409,930072,834911,257462,1647714,5303259,43754250,9952216,228684,4171,6333,51619258,2460437,9588851,171045997,3754090,#N/A N/A,357194,1534196,224458,267525,8374023,384096,420040,66192,#N/A N/A,453781,47489441,1367323,1254987,777074,702447,1024339,#N/A N/A,2308257,414059,24039
2014-06-10,1728687,2773678,1033901,#N/A N/A,1703527,910696,962758,836229,5295108,2062571,1541715,54633599,1177870,3999744,755850,1112965,502061,2774375,7352275,64099100,11880387,496956,19940,10412,33883644,3997756,15959165,140556768,8662285,#N/A N/A,548792,2318461,402981,237863,12694583,519736,546030,225624,#N/A N/A,689595,69263002,2747101,1823597,1038207,1148634,1640674,#N/A N/A,3523387,677334,59097
2014-06-11,1437038,2852539,853105,#N/A N/A,5042034,1208442,957124,1252556,4954971,1837100,1688648,26875585,901745,4267700,1816908,1614193,434158,4096497,8290955,87836093,11646379,547294,16706,10005,17093632,5664310,15328529,190051786,6680240,#N/A N/A,696390,2347414,434128,330093,11323676,637963,649234,224149,#N/A N/A,878890,49039654,2533354,2445041,1475928,2508348,2045823,#N/A N/A,3996382,428597,56605
2014-06-12,1497321,2779991,850202,#N/A N/A,1945227,877455,1076403,1046044,4937286,2643833,1593263,17203983,993840,3192156,1230814,1552821,374035,2861485,8507233,39273740,17424452,480728,8325,10805,17347343,3959040,13314191,189503933,5880870,#N/A N/A,448419,2043497,458280,418139,12310302,463871,356465,151850,#N/A N/A,562984,36276897,2721366,1640863,1642682,1514695,1614117,#N/A N/A,5236602,248590,39686
2014-06-13,1358556,2886239,846825,#N/A N/A,1941607,925354,1230928,1089009,6655498,1855179,1663736,19086950,1287758,3509103,2045931,2089830,409763,3514185,8413220,35823677,18687732,350397,6805,11625,23351261,4753582,13383019,189654660,3465475,#N/A N/A,482782,3626209,453824,367020,10430502,493226,418698,182511,#N/A N/A,656189,55919003,2706931,2061615,1416455,1182290,1706015,#N/A N/A,5693425,423452,48041
2014-06-16,1472846,2293903,627700,#N/A N/A,1969334,1192601,801481,1136528,5009897,1692428,1240289,29474688,858232,3812058,1352652,1900638,354701,3130779,7012168,64803255,13203846,672531,9059,6249,24212981,3817384,9978585,103167550,5021740,#N/A N/A,500173,2065250,390465,289640,12199994,689174,352696,166583,#N/A N/A,447022,49530182,3107691,2150998,1093095,1185111,1409464,#N/A N/A,3994947,153522,44520
2014-06-17,1236503,4316947,750473,#N/A N/A,2142459,1117026,1023445,1053116,6440848,1731739,1194783,23387328,1030298,3947588,2351151,1231099,702942,2321590,8026637,61863287,14785079,777783,6965,7135,33135582,6405905,14742190,140503273,5602660,#N/A N/A,659838,2771067,456934,470618,18955950,514160,450404,224102,#N/A N/A,613819,49125770,2565561,1899650,1044478,1089051,1724383,#N/A N/A,4374393,391100,36075
2014-06-18,992411,2729826,842080,#N/A N/A,1938650,770170,889660,1454219,6079726,1702793,1408047,17885121,1753546,2339543,1494598,1858165,376770,2917394,9063377,77960994,10550077,576139,13083,10860,32711915,5671365,11136214,94890707,4272120,#N/A N/A,463891,2554811,540354,340539,27325457,387355,429335,206681,#N/A N/A,536666,45081757,2714127,2020822,824560,955704,1389432,#N/A N/A,4316452,453190,42144
2014-06-19,2376394,2759377,977218,#N/A N/A,2476200,1527291,1166505,1589764,8854262,2349813,1850893,31856048,1357245,4239567,1894454,1869061,456198,2911254,12908176,48503345,41323866,651707,12919,13156,29154187,4823673,20966354,210087149,8557690,#N/A N/A,846158,3251948,620245,1105169,18384001,819925,479264,216252,#N/A N/A,654491,86178347,2436128,3643163,1659403,2033666,2259510,#N/A N/A,7046345,462613,38575
2014-06-20,2472081,4896398,3288599,#N/A N/A,3209837,2100902,3731697,2104914,10337890,8315314,5304986,71145753,2696673,10578562,2826047,4259991,1515235,6756879,24528719,65485251,27237897,1159645,16156,42074,54510243,11405010,20496132,194185007,19313400,#N/A N/A,933178,7332097,1997176,1105169,18384001,1142584,599840,253390,#N/A N/A,1195517,114448578,7162756,7475121,3138171,5219269,5872502,#N/A N/A,10739308,598907,60507
2014-06-23,1141733,2209265,1304631,#N/A N/A,2817163,1094295,907221,1892146,4543182,1906759,1190450,19381479,824017,3299362,1874217,1071866,449459,2365633,5994929,58020256,15266304,637290,5571,19986,24176066,4103790,14494824,156779650,6240850,#N/A N/A,443618,2034223,536865,681124,10678833,640914,335772,130840,#N/A N/A,1244547,34970196,2216201,1829899,903755,1097245,2181015,#N/A N/A,4534252,294304,46464
2014-06-24,913832,2766361,1105551,#N/A N/A,2018382,1080597,816038,1044305,4698495,2162788,1476292,79682472,1688145,4006379,2026207,1172792,513338,3558896,6959984,77425092,10197979,668909,4531,21366,80253420,5256712,11765545,159732151,6175715,#N/A N/A,474507,2336873,359795,687242,11336235,416781,290051,149485,#N/A N/A,1410463,93377046,1636650,2050591,1301153,1693063,1420967,#N/A N/A,4081579,312718,69617
2014-06-25,1423173,2521031,1461423,#N/A N/A,2662707,1194592,1016195,1138072,6182950,2359588,1667483,35814925,1280630,5792304,3491559,1412420,479718,3263452,11146295,136119738,16516833,704082,10037,18832,51776554,6831975,16325760,159577292,9728250,#N/A N/A,771669,2493893,483291,868900,12334323,629810,481341,137856,#N/A N/A,1330062,85283940,2425779,2735358,1519078,1730382,1999955,#N/A N/A,4716829,522727,78426
2014-06-26,1510646,2901439,2215803,#N/A N/A,2534982,991735,1060689,1185757,5355247,2161281,1620904,25818817,1067451,5254365,3501975,3198755,442373,3238005,11266995,46015194,12159270,728321,6383,18104,52779467,6527110,15674543,179480977,3780145,#N/A N/A,1067168,2688865,466559,649879,10406737,569292,552839,134402,#N/A N/A,769278,91326734,1925881,2552901,1620061,1355756,2125457,#N/A N/A,4717426,292214,75940
2014-06-27,1353461,2280185,1644708,#N/A N/A,1779301,951729,1030235,944019,4013405,2156637,1251464,21369630,911405,4460187,1854812,1602419,769133,2974939,8543892,35891731,10424795,538701,8932,14320,51976866,4343906,9825011,118842104,3024580,#N/A N/A,711407,1729853,413803,387103,8495551,402837,288853,79638,#N/A N/A,1186986,39091021,1792790,1669843,1187820,1029412,2119620,#N/A N/A,3060676,285851,75044
2014-06-30,1173760,3215679,821800,#N/A N/A,2483550,1647576,1055052,831323,5291377,2713276,1546146,21510348,1105942,5472446,1962829,1317401,627511,2391021,8012083,98313545,11625724,445012,6003,22347,32758980,4943857,14042985,144918646,4353890,#N/A N/A,648871,2364094,599005,483419,9665123,620399,332815,130898,#N/A N/A,1006918,140477246,2032479,2609308,1438160,1460957,2274968,#N/A N/A,4409035,388615,75081
2014-07-01,960855,2392477,743179,#N/A N/A,3791864,1327406,708254,848787,4252769,1507431,1688989,199662157,1007073,8378321,2372291,2473493,466392,2262853,6351230,42393232,10756743,525960,6820,20637,42057171,4329914,11892987,154582094,3791645,#N/A N/A,445701,2291192,408707,520075,9469090,630119,336143,156339,#N/A N/A,683694,57197961,1434705,2222048,1782844,1535788,1830531,#N/A N/A,3113822,273409,51544
2014-07-02,1280484,2774348,579684,#N/A N/A,3762844,1079390,952975,859400,6039778,1490070,1327517,222288762,1085690,4767037,1385942,1425031,465039,2559576,16871763,42685338,11092886,426118,11719,22853,70649773,4337021,10569030,138817029,4201850,#N/A N/A,582004,2618977,441599,405097,10204459,459693,419619,104032,#N/A N/A,1173270,66960190,1627628,2294316,1294372,1307137,1379720,#N/A N/A,3478348,290176,73715
2014-07-03,1527832,1899423,755522,#N/A N/A,3319367,1482697,1290029,1327050,9988660,1985801,1451863,553724153,1194046,5027309,2243042,1545614,587253,3855826,10676357,39776970,14960418,545555,5761,14887,41723971,4345718,16881508,159115304,5602645,#N/A N/A,719810,2723362,588024,780127,11374127,629882,448965,131688,#N/A N/A,870976,100262425,2127160,3209381,1760161,2019301,1695789,#N/A N/A,4760090,243701,96880
2014-07-04,736649,1173108,496482,#N/A N/A,2418687,878871,1531145,876580,4083968,1392653,1087766,138110467,851498,3772881,735968,859817,271246,1706567,5677811,23582835,8339091,258545,17846,7493,18278423,2847819,6603293,137596055,2892570,#N/A N/A,421224,1695128,330655,450021,4445873,420243,377086,148386,#N/A N/A,381761,38815525,1905305,1229926,750792,947667,1046519,#N/A N/A,2504716,281999,48179
2014-07-07,854038,1598403,599733,#N/A N/A,1837572,851345,1612643,988590,5044367,1644645,1260459,21495769,925948,3262858,1231943,1276050,739538,2226259,6802470,18701783,8684802,373978,13057,8408,17198708,3869008,10416290,93812271,2918310,#N/A N/A,416284,2173127,347847,412644,6594135,399302,421151,146339,#N/A N/A,837543,77923673,2447768,2594829,1012891,1581917,1471414,#N/A N/A,3636727,186770,75483
