Date,ABI.BR,AD.AS,ADSGn.DE,ADYEN.AS,AIR.PA,AIRP.PA,ALVG.DE,ASML.AS,AXAF.PA,BASFn.DE,BAYGn.DE,BBVA.MC,BMWG.DE,BNPP.PA,CRH.I,DANO.PA,DB1Gn.DE,DPWGn.DE,DTEGn.DE,ENEI.MI,ENI.MI,ESLX.PA,FLTRF.I,HRMS.PA,IBE.MC,IFXGn.DE,INGA.AS,ISP.MI,ITX.MC,LINI.DE,LVMH.PA,MBGn.DE,MUVGn.DE,NDAFI.HE,NOKIA.HE,OREP.PA,PERP.PA,PRTP.PA,PRX.AS,SAF.PA,SAN.MC,SAPG.DE,SASY.PA,SCHN.PA,SGEF.PA,SIEGn.DE,STLAM.MI,TTEF.PA,VNAn.DE,VOWG_p.DE
2017-11-13,1621266,5262084,808624,#N/A N/A,1611483,1032184,1278708,1195178,5677034,1834087,1886735,16153564,1156350,3327167,1440568,1480594,407024,2795909,10181967,24160808,13039708,623985,213338,46036,18423580,5254134,12353053,80322994,2320191,#N/A N/A,670446,2908362,745192,1013574,17215178,477420,657146,208787,#N/A N/A,909205,32815682,1652064,2156138,1406752,1519781,2484281,7085689,5619650,1518867,108164
2017-11-14,2178729,5847416,1007133,#N/A N/A,1522192,1124396,1162888,1519965,6361265,1741623,1698573,14802748,927821,3370208,1633220,1242176,344862,1711950,8145957,26627672,16154100,564062,101215,47575,17071610,13256787,15096546,54149762,3066312,#N/A N/A,508017,2494238,612227,2698319,20398570,483605,398179,163514,#N/A N/A,1220232,43610253,1688691,2396971,1266861,1309574,2219234,8532844,6877396,1177666,58062
2017-11-15,2042263,7896905,849944,#N/A N/A,3015548,1205849,1357507,1588711,6860014,2272071,1945815,23499067,1596394,3674881,2278435,2096019,544093,2652860,11317092,31665443,19646956,644789,138028,46792,24111847,8075750,20544249,89744664,4031844,#N/A N/A,580250,3621236,682525,2613191,21453886,635083,487089,250080,#N/A N/A,1223784,47134500,1801838,2450467,1410746,1297592,2370272,10607169,6523552,1502249,80758
2017-11-16,1665580,5702964,617637,#N/A N/A,1517840,913729,1039867,1177239,6259315,1654452,1669204,23741337,1106880,2387739,1772828,1073705,564929,2481667,7749078,22879727,22140562,549806,189548,34377,14289829,5672216,13613797,72099308,3223232,#N/A N/A,505935,2329663,398669,1309040,19524493,532024,395426,172179,#N/A N/A,559474,36928976,1413080,1872870,1127142,1461498,2187620,10176569,4764514,1078192,91550
2017-11-17,1304016,5159964,931843,#N/A N/A,1303346,1075664,1327016,1262702,6437130,2011114,2077611,22558136,1184540,3534358,1631277,1404691,828149,2374833,10508922,28138353,15739357,590011,91637,38034,19000774,5351561,16619427,85492028,5382201,#N/A N/A,772082,2743588,649586,2893795,22000245,501751,512225,168638,#N/A N/A,815085,49327083,2285562,2164750,1320266,1180115,2679635,6706769,5571254,1118065,78509
2017-11-20,1181617,3837516,471215,#N/A N/A,1115602,949389,1019787,1027440,4846011,1559422,2052400,18508569,1376355,2587989,1543151,1058845,401867,2742519,7535851,27008655,11391140,428098,117863,35673,37537440,3853650,13301541,65061478,2997017,#N/A N/A,440475,2837750,457281,2899438,22173546,380836,444039,140714,#N/A N/A,991406,32278629,1402144,1756678,967236,979771,1796186,7724682,4064633,1127642,221827
2017-11-21,1318441,5221455,639120,#N/A N/A,1400629,1156741,1207353,1075622,8774734,2169314,2129121,34439165,2235339,3200721,1959579,1308013,491045,2245749,9313131,41987722,14052619,428434,76640,39559,12649235,6237066,16717019,65018462,3115801,#N/A N/A,490474,4419610,448563,1997600,25581108,441242,408311,158438,#N/A N/A,1138946,27165555,1750996,2150342,1220299,1103793,2242337,9068507,5697374,1633549,279278
2017-11-22,1185934,5340562,557297,#N/A N/A,1315358,943600,1018206,1277899,4233378,1893403,1755279,15708759,1378224,2703128,1470719,1370913,458126,2198006,12618782,29768752,10872875,458208,283418,38749,17460117,5029259,14458973,81295987,2780037,#N/A N/A,461193,2451335,539936,1690410,16567930,411032,361344,168395,#N/A N/A,710593,31798195,1711131,2116185,1373187,1372869,2235531,8133183,5471192,1050785,100092
2017-11-23,735906,3133116,454582,#N/A N/A,917728,733469,1053048,671582,2989647,1386153,1479051,22458599,1005293,1681384,792608,1316542,290878,1532995,10252333,22059630,8277591,525902,223097,41274,12646660,2557407,8684085,52404257,3165424,#N/A N/A,388335,1860398,462736,1266519,13547738,300111,372437,81774,#N/A N/A,902219,34342285,1255863,1947533,1573151,1006792,1696196,4747560,2776211,1239438,83886
2017-11-24,789981,3560149,565448,#N/A N/A,951963,724618,951529,805650,3558568,3582399,1546957,14168403,838832,3026855,815123,1983813,255046,1590302,6541160,18168667,7885241,549444,346732,31551,8218049,2917751,10770962,61665398,3294711,#N/A N/A,321913,1493046,290543,847905,16767957,328526,454027,86851,#N/A N/A,688705,68181630,1274547,1428746,1039655,699044,1466743,6021587,2730546,1066656,79966
2017-11-27,845073,4882369,461028,#N/A N/A,1011712,834990,919289,1345289,5432375,2046293,1694952,10889976,1165467,2567587,1151952,1025849,234341,1536438,7543511,20872632,12709417,595956,126829,43103,22199422,4510777,10507962,66423487,2728630,#N/A N/A,498356,1777733,375228,1223497,17073812,403511,372349,195653,#N/A N/A,797903,74279997,1383823,2126090,984631,1295847,1702221,18847027,4246340,1168770,112584
2017-11-28,1077800,5977412,511487,#N/A N/A,1222274,879543,884874,1268379,4514759,1579188,1262734,14642446,1759448,2443612,1095156,1233334,469635,1712817,7017425,24275974,9903144,760725,113738,45593,9927305,2948693,10156393,52726547,2938717,#N/A N/A,653228,1924543,413701,839509,16232728,465151,387517,324603,#N/A N/A,986572,28601901,1390440,1983663,1123403,1274844,1746675,8150079,5585631,1086870,102925
2017-11-29,1460332,5039287,900871,#N/A N/A,1485386,1150488,1226066,2732387,7052899,1599620,2015600,37807623,1724493,3547803,1814458,1130361,617012,2572083,10443561,35801301,11023145,704760,222423,55298,26021704,8278164,16092611,82168490,3275851,#N/A N/A,625551,2913475,662030,1506445,17782284,469264,753562,274475,#N/A N/A,1505802,60690666,2331358,2003152,1411670,1208165,2207047,8712771,4980951,1593269,155666
2017-11-30,1906262,14583058,1046891,#N/A N/A,2161119,2212975,2389183,3654991,8643260,2919701,3005346,35197988,1574719,4217952,2129696,2142966,707686,3040983,19722598,37217774,17181074,1004443,157673,231323,51989190,10922599,21581440,74965769,3393239,#N/A N/A,1020339,3737442,1085656,1213362,36813338,749518,706849,274289,#N/A N/A,2933845,94274290,3631786,4111408,1825176,2414075,3364138,12145545,7228468,3243876,186404
2017-12-01,1770043,6582817,814902,#N/A N/A,2055769,1795817,1727194,1839314,8100353,2992673,3014431,33033350,2262673,3486007,2019803,1991507,756778,3379912,14796786,37595247,14454378,881957,121422,87229,11995399,8557759,16850455,84137750,4147765,#N/A N/A,856069,5012341,1084093,1907158,22823834,681927,545646,213200,#N/A N/A,1026424,63650518,3130812,3236517,1640454,1955794,3724689,17938122,6722533,1595626,142152
2017-12-04,1064427,5333390,663220,#N/A N/A,1741336,1236890,1185978,1942120,5279229,1724642,1754752,14956110,1766084,4052735,2513711,1717735,464706,2999698,13463710,28660214,10448874,1091952,129055,53290,11282718,6851895,15070117,65214084,3742187,#N/A N/A,608269,2758849,463432,1418814,36527691,434580,388797,241784,#N/A N/A,962530,35688585,2131835,2731453,996703,1187995,2058247,12231723,5762259,1409340,83428
2017-12-05,1100201,6512452,542846,#N/A N/A,1385214,1098935,998348,1846676,4269244,1750715,2110065,14594804,1462861,3370784,1313051,1345597,751694,2908825,9877870,30058748,9620687,741884,86943,39000,11070135,7678384,12186733,60393276,3371259,#N/A N/A,692870,3330116,541189,1713501,20681064,488156,366486,217261,#N/A N/A,621181,28721266,2063502,2609409,976404,1130714,2592089,7686667,4730840,2078566,105932
2017-12-06,2104482,7116316,712983,#N/A N/A,1315476,1329882,893925,1454439,3852745,1588991,2757646,17988117,1934668,3185604,1475694,1619461,516237,4321869,8934058,28161328,10055616,727582,147339,69910,13486030,4841313,14569436,71577216,2416415,#N/A N/A,616784,2768101,592816,1713501,20681064,664810,387365,196952,#N/A N/A,714212,60785625,1955948,2479254,1659374,1150761,2216335,8157887,5213358,1286379,142378
2017-12-07,1762336,5700238,547397,#N/A N/A,1462679,1310753,796113,1384342,3890607,1749891,1793892,25848473,1234105,3519975,2162302,1277204,558151,2524854,13318348,18602485,8965953,602668,199365,56122,27163966,5344090,18014761,57434458,4893220,#N/A N/A,505635,1794155,637444,1515317,31166056,374809,319369,162998,#N/A N/A,916459,49368347,1572775,2248106,1047624,1016495,1649387,6774689,4280283,1467852,91597
2017-12-08,1671420,4302205,689626,#N/A N/A,1264048,1186101,1246000,1136565,6547238,2218670,2290288,20034987,1793352,6311453,1506059,1746756,575872,2814398,13255747,25621200,10254615,594654,190898,49526,9162510,4556819,30131257,125815870,2716906,#N/A N/A,532973,3494459,624353,3710940,22889256,665147,317497,132682,#N/A N/A,696273,54019968,2528295,2324309,1005905,1102432,2249329,9908142,7007107,1375696,74847
2017-12-11,984239,4857928,1030162,#N/A N/A,1591753,887532,856204,1165658,5467999,1438683,1585653,12195297,887022,2914325,1501842,1181254,473123,2296769,11920247,21840624,12150194,596794,96384,44844,7407484,3030533,12213008,84530391,1972344,#N/A N/A,488396,2217906,391094,2577375,23838063,691465,219748,147418,#N/A N/A,690580,34209814,1442357,1958420,861761,1099258,2885725,9702207,5691756,1113372,97612
2017-12-12,1583843,5549756,864438,#N/A N/A,1186451,958584,939779,1201281,4063008,1557310,2391864,19806271,1317568,4065927,1851171,1455467,461809,2590977,10615751,25489733,21077283,641997,92306,57156,19118284,3568234,16765298,109952244,4315689,#N/A N/A,428141,2867586,362093,1073995,26006815,401549,747383,218971,#N/A N/A,587147,55750066,1730790,2708681,1254903,1027996,2101977,7240884,7039100,1575962,100815
2017-12-13,1423864,4883232,1424597,#N/A N/A,1390206,1317635,1088750,995940,5595313,1699305,2029764,24025194,1235097,3869883,1351169,1062008,410400,2600840,8826821,29312928,15592440,524747,106587,58741,19088103,4272746,11527806,116782411,9135583,#N/A N/A,704908,3282192,423858,1210210,29509802,411820,484977,286715,#N/A N/A,1093512,44212243,1388581,3327280,1567030,1500199,1582141,7330500,7466629,1105246,92273
2017-12-14,1625346,5332971,1319192,#N/A N/A,1902549,1131522,1579928,1059188,4813838,2187898,2652233,17497560,1502163,4097988,1241102,1345142,590753,3141712,12976932,36511871,16802180,936559,93886,54639,19813196,4394106,15351620,113620705,3824579,#N/A N/A,513649,3420309,764353,6806353,19916092,567336,415832,214598,#N/A N/A,1417880,50480086,2596208,2008093,1166910,1173227,2369425,6767755,4976500,1325979,100363
2017-12-15,3036315,11035627,1765858,#N/A N/A,5085521,2656793,3042717,2144426,12463903,6116152,6284433,61195973,2584282,6688658,1688581,3059853,1019361,6646709,22346890,43612202,21156302,958025,133615,155980,43711182,6074695,23172292,179327730,12153794,#N/A N/A,1146191,6986099,1439126,1475049,37325745,1089661,684526,344013,#N/A N/A,1432880,144188749,7562793,4378223,2089026,1860064,5182955,9332451,16742363,2915412,95342
2017-12-18,1931571,5094234,671710,#N/A N/A,1339134,1548987,1255490,1210731,6427178,2095664,2496855,21054086,1675383,3372091,1750247,1715887,471554,2333664,9018140,28986738,12401956,744329,108436,70825,27500742,4434851,14633148,77616210,6801471,#N/A N/A,958751,3437619,660903,1420435,21816953,545884,426370,179928,#N/A N/A,1168993,45496836,1962959,2290081,1185403,1659510,2850649,9444199,6286173,2238193,113550
2017-12-19,1654149,3637274,472602,#N/A N/A,1155519,915240,796320,902615,4683887,1452493,1638496,11926198,1083201,2719997,1153266,998457,355909,1916154,9753931,36198448,10032527,511758,121823,59766,10953007,4098372,10000061,56598650,3403820,#N/A N/A,458437,1827922,486659,1213288,17145542,421707,364676,140109,#N/A N/A,727028,52921042,1512590,2040571,1007038,958000,2049872,7267023,6349949,1402702,71541
2017-12-20,1696833,4115220,526915,#N/A N/A,1500312,838193,1146377,1027432,4251985,2028451,2720348,15045831,1292879,2937811,1446551,1350092,449400,3158690,10275569,24556575,11431921,655922,155358,45352,21041875,4443059,11181151,63374001,3076271,#N/A N/A,425812,2699213,496535,1832391,19127112,405595,321657,164615,#N/A N/A,571216,42088870,2240968,2262056,1048975,1079205,2123349,8077716,4929440,1505751,96016
2017-12-21,1584446,5262872,642033,#N/A N/A,1356310,1224770,981202,789613,4917549,1593495,1750821,19588584,1500394,3146282,1116370,1030777,470731,1802191,8776918,22642207,10588729,709705,56996,41616,29815943,3333459,10490228,83732270,6498448,#N/A N/A,525947,2011009,497480,1280591,30060423,447629,305229,189014,#N/A N/A,805019,50853734,1863466,1792168,1136276,1041663,1698740,5247490,4680064,1476901,55477
2017-12-22,1079338,2790523,693943,#N/A N/A,873485,674886,737506,539420,3611697,1178342,1241700,19494042,954800,1845311,687345,708869,279015,1428815,6703194,16269622,6827720,493594,51281,41108,20401865,2799842,7019201,63982842,3517187,#N/A N/A,345394,1912499,311370,1362921,19652667,356697,225707,110352,#N/A N/A,392259,35826369,1585328,1166981,790437,843798,1293395,3924886,3330287,899750,41325
2017-12-25,1079338,2790523,693943,#N/A N/A,873485,674886,737506,539420,3611697,1178342,1241700,19494042,954800,1845311,687345,708869,279015,1428815,6703194,16269622,6827720,493594,51281,41108,20401865,2799842,7019201,63982842,3517187,#N/A N/A,345394,1912499,311370,1362921,19652667,356697,225707,110352,#N/A N/A,392259,35826369,1585328,1166981,790437,843798,1293395,3924886,3330287,899750,41325
2017-12-26,1079338,2790523,693943,#N/A N/A,873485,674886,737506,539420,3611697,1178342,1241700,19494042,954800,1845311,687345,708869,279015,1428815,6703194,16269622,6827720,493594,51281,41108,20401865,2799842,7019201,63982842,3517187,#N/A N/A,345394,1912499,311370,1362921,19652667,356697,225707,110352,#N/A N/A,392259,35826369,1585328,1166981,790437,843798,1293395,3924886,3330287,899750,41325
2017-12-27,844367,2711316,429614,#N/A N/A,932890,670159,624558,653685,3170965,899321,1100499,10893895,593335,1709801,863787,719626,333795,1419097,5813688,19451883,8699320,468086,54028,33593,13774365,2974954,6157708,41058003,1480029,#N/A N/A,335350,1753660,256870,1400004,18324984,237259,328552,82316,#N/A N/A,364739,18973360,1425624,1112801,758584,756664,1099739,4268726,3422576,781816,53697
2017-12-28,861225,3734262,393977,#N/A N/A,1024248,686051,742997,658470,3458996,1067955,1353454,11086399,750441,2109424,932075,804235,235980,1214903,5918845,19084335,8122848,382828,35237,33411,7538593,1847246,5635095,56512100,1822190,#N/A N/A,325877,1629967,297405,1250973,17494849,290330,242285,70335,#N/A N/A,426699,27329115,1312602,1307106,794738,820795,1152500,5488466,3187546,648627,36104
2017-12-29,1144694,3057096,364619,#N/A N/A,1578785,895452,982319,658933,4295188,1458660,1377555,15650276,726308,2428173,529013,1041534,246828,1451469,6676568,23375451,9923334,548773,53270,35978,16344603,2212688,9113696,73906621,2405546,#N/A N/A,445320,1740805,327427,1292112,17997237,319592,240939,109523,#N/A N/A,539175,34514658,1289163,1594675,837139,836140,1245227,7192113,4179386,641164,46334
2018-01-01,1144694,3057096,364619,#N/A N/A,1578785,895452,982319,658933,4295188,1458660,1377555,15650276,726308,2428173,529013,1041534,246828,1451469,6676568,23375451,9923334,548773,53270,35978,16344603,2212688,9113696,73906621,2405546,#N/A N/A,445320,1740805,327427,1292112,17997237,319592,240939,109523,#N/A N/A,539175,34514658,1289163,1594675,837139,836140,1245227,7192113,4179386,641164,46334
2018-01-02,1537503,4607561,587067,#N/A N/A,1372454,1233605,1479063,1171821,5197529,2418347,2775239,16739343,2673332,2785984,1996247,1495846,391160,2553973,9227359,32111096,11410617,558941,107788,36036,20436928,3593808,11254110,81991268,3113160,#N/A N/A,631294,3986093,537540,1260289,23502815,527426,327359,157127,#N/A N/A,756152,42328223,2334984,2239762,1173030,1109673,2680171,13210789,4997867,1354837,93330
2018-01-03,1566017,4808122,662050,#N/A N/A,1623702,1071978,1378661,1531424,4878529,2014077,2700267,14705017,1396762,3766640,2532934,1423283,510040,1999207,10636356,34780487,11701721,503670,65222,24416,40678452,5399190,14312226,64884639,4832535,#N/A N/A,521585,2917382,520730,1560190,23468223,493920,331727,180267,#N/A N/A,726302,41032588,2346852,2166624,1245073,1340638,2482528,11091943,6782657,1575044,149415
2018-01-04,1912976,5166646,806719,#N/A N/A,1796349,1311844,1551761,1606148,6590382,2424483,3053136,21986964,1872794,4272372,1525640,1439421,555468,2565756,12657675,36917654,17817230,558453,77174,39774,54392699,4878603,20737460,99301035,3619000,#N/A N/A,611052,3633663,918868,1761646,22465537,482967,412113,253828,#N/A N/A,907897,80048096,2403598,2738123,1384025,1492458,3608611,35205980,8356524,1498390,96682
2018-01-05,1852838,5014291,693116,#N/A N/A,1689901,1060571,1319824,1087996,4387081,2147921,5363407,13665667,1911027,3125691,1242487,1579299,346393,2285414,9220936,28085089,13335823,493427,180426,40301,18681354,4183197,13406461,67577007,3937084,#N/A N/A,454725,3492462,481718,1531630,21577936,394947,431872,166603,#N/A N/A,803318,42317239,2114301,2568891,1126714,1360842,2237797,29975938,5799220,1368215,169588
2018-01-08,1099464,3711292,805948,#N/A N/A,1330866,1220176,975348,907322,6061618,1743044,1969240,16798906,2298840,3030090,1054060,1185901,432958,1856802,9419755,18727754,10545019,373168,101923,37191,12064272,4415816,10810597,57196438,2590149,#N/A N/A,536733,3954673,460108,1670973,14139693,410709,439856,156145,#N/A N/A,632837,39354226,1790705,1837618,1169355,940734,2152056,19775253,3827349,1203329,119492
2018-01-09,1673893,6923224,819076,#N/A N/A,1117093,1211267,1150579,1182232,6098602,1552643,1997499,16860942,1582875,3474952,1305059,1108316,387757,2454952,10509728,31203846,11475113,573594,117937,43590,13406126,3952932,12370876,59647496,2600111,#N/A N/A,460138,3327789,487987,1104493,14565832,535998,424823,158260,#N/A N/A,688067,31551851,1974442,2291517,1506659,948516,2536188,30177535,5049979,1129415,116343
2018-01-10,2195168,6837619,781315,#N/A N/A,2630181,1143111,1295873,1230355,7471037,2358809,3021907,29393121,1775183,4849727,1444109,2722519,481075,2907898,17121321,35748781,11718373,745534,133346,47815,16839568,3761111,27588726,190997413,5187035,#N/A N/A,730551,2839048,540801,1444714,19365163,641340,641080,325752,#N/A N/A,858810,88086618,1991305,2567570,1152967,1153011,2005424,16905773,4889380,1795875,120390
2018-01-11,1580014,6653786,817213,#N/A N/A,2816239,1679886,1150834,1295237,7003076,3049311,2638734,28447094,1874650,4473175,1035115,1670419,568823,2627361,20463409,30646681,14949848,600073,157633,44966,22692928,4692422,22964103,126741305,3491064,#N/A N/A,805722,3319565,506782,1035522,16258536,516825,511282,235234,#N/A N/A,764736,73777058,4274991,2308330,1008438,1942606,2170261,21907201,4662759,2578782,64084
2018-01-12,1394898,5497181,864400,#N/A N/A,1301019,923022,1231006,1000904,6019007,2057586,2259881,21860572,1688266,4306247,1446967,1038899,548191,2246482,11949897,26813665,12066010,516010,171201,36507,14504474,4016127,14569804,96417664,2248507,#N/A N/A,529948,3218001,616941,1608560,15956676,487323,331722,426737,#N/A N/A,588589,54866949,3437210,2300339,1169000,1325463,2379244,24211640,6398070,1970327,80364
2018-01-15,1236292,4314229,621731,#N/A N/A,1374298,922926,923834,1381535,4005646,1517805,1699212,20110501,1147113,2109344,824844,1087250,343024,1725265,7247362,29237199,11763553,419928,181976,25086,14455899,2292893,9268094,59442616,2370140,#N/A N/A,431555,2160874,436439,1190848,10559410,350373,215040,155695,#N/A N/A,542291,69182612,2053812,1558363,984183,1234315,1566234,17626016,3461491,817600,55883
2018-01-16,1620036,5503686,698077,#N/A N/A,1621132,1086197,1181565,1405010,4648150,2003713,2376336,18110019,3615171,2951424,1847586,1607117,557612,2482943,11252703,28895636,14533963,521672,109737,44843,24874217,3759434,13768204,85883671,3780101,#N/A N/A,494729,3415340,588363,1622217,15150384,429400,404049,152453,#N/A N/A,736105,105811108,2964495,2053311,1097135,1854817,2886174,21467464,5552216,1211715,113952
2018-01-17,1302496,5776759,663694,#N/A N/A,1287333,1375314,1137284,3407976,4735080,2379163,2666214,21261370,2000833,3613661,1111837,1522721,447795,3043652,11170527,24719213,11595355,394803,130151,48901,22751969,5242761,13666074,78416759,4935179,#N/A N/A,506385,2805365,507260,1072138,15171916,388263,403185,168421,#N/A N/A,930409,85300407,2829909,2291071,1682710,1324738,2264229,20450435,4612458,1552618,132995
2018-01-18,2019903,6675919,934715,#N/A N/A,2656032,1072192,1103234,2481048,8565469,3849495,2209653,17142419,1825822,2973050,1123909,1529157,332978,1834758,11665749,26966772,10960640,654336,74048,65119,22826035,9846038,13356082,90380357,4239648,#N/A N/A,638297,3227664,590748,1337880,28960528,560051,546515,148273,#N/A N/A,772912,68316265,2465389,2429367,1772845,1108787,2172397,17360974,5702316,1273622,137790
2018-01-19,1703741,5917539,2755745,#N/A N/A,2523329,1641291,1567307,1780624,6183023,5752102,2888188,15801721,2699990,2999504,2299529,1884594,494003,3004250,13021185,28961215,14674268,599788,128474,55527,43411100,5419524,14249784,100442963,3067162,#N/A N/A,739547,3768230,606178,1743211,15822357,527077,594955,269737,#N/A N/A,1013161,60302294,3322023,2264166,1376437,1243740,2755198,16991947,7686936,1113621,78468
2018-01-22,1221346,7117352,1121036,#N/A N/A,1866217,856835,966496,1491836,4735171,2041674,2588857,24869495,2371524,3439278,2679954,1212476,287465,2026249,19839789,28784294,8625119,510029,264459,33225,15873049,4102011,14200638,86151673,6730120,#N/A N/A,520512,2919686,415265,1576071,16444046,475748,405278,134851,#N/A N/A,759621,128536814,1925206,6558534,1066623,969356,1750500,9451527,4604302,1319662,90301
2018-01-23,2038359,8147888,1284706,#N/A N/A,1848638,942138,1175755,1209697,5893749,2154363,4505648,29930004,2066384,3184441,3131724,1155448,612786,1866297,14497182,29500564,9387015,432046,115221,24384,21659667,3740266,22006308,73576856,4245110,#N/A N/A,582000,3276510,619981,961591,13608571,370255,336416,125017,#N/A N/A,918991,285738467,2512030,4183157,1226628,870553,2549578,16330266,4769882,1538045,138443
2018-01-24,1582549,16156102,1076683,#N/A N/A,1770657,1063963,1020137,1403768,4306751,2430027,3770713,14968879,1749576,2726702,1809049,1108054,804725,2177933,14196218,24476398,9829778,580690,107577,36380,15959216,9279496,11770481,66438793,2669660,#N/A N/A,631576,3549521,572579,3199027,17997635,433502,477848,120651,#N/A N/A,1039974,351643189,2778543,3494492,1042974,845590,2402549,10156572,4362733,1426640,97574
2018-01-25,1576947,9264678,1062728,#N/A N/A,2766900,1485436,1244464,1827969,6447192,2951628,3111673,19909292,2704983,4060630,1526660,1555255,452166,4318884,14538957,34069700,10991116,691885,208105,37336,16910421,7139578,16292575,90788171,3180239,#N/A N/A,777172,4433535,611108,6427857,21163950,764531,469508,191150,#N/A N/A,1210876,369032684,3056036,2662122,1249124,1130110,2868512,34635531,4618268,2186011,105989
2018-01-26,1325418,5222396,656724,#N/A N/A,1688553,865021,1035270,1086670,4450185,1904554,1986602,14670963,1476005,3011551,1603845,1094126,527103,2464764,9298182,17199975,8376848,427972,184067,46034,11015146,4317241,10198782,81859611,1663573,#N/A N/A,1256209,2797266,520067,2951919,19855000,484978,312077,287709,#N/A N/A,908347,133852737,2043138,3557536,964239,994221,2778415,9755799,3505520,1431481,75777
2018-01-29,1898080,8713064,534401,#N/A N/A,1589726,717796,1004068,1111087,4365586,1852352,2025780,23758452,1165711,3639327,1434379,1052216,382499,2390925,12106211,22005165,12832841,538407,123337,31813,12632709,4857416,11129713,101609018,3428159,#N/A N/A,629991,3006415,411343,1738710,27211685,332711,325741,188307,#N/A N/A,540124,86933912,2300555,2519408,881150,952111,1916141,12126932,4330813,1678543,76222
2018-01-30,1655203,7326336,924993,#N/A N/A,1353425,1026449,1372425,1052820,7757162,2656528,2454116,22858509,2046851,4629282,1303422,1536814,550101,3665467,21564892,36750646,16432581,642665,68191,36336,13443564,5648917,16469919,93792617,2729022,#N/A N/A,612934,3795387,599204,1431633,23110405,592335,479030,127209,#N/A N/A,715175,42602002,4982722,3788642,1083376,1376200,2921780,15939310,6610587,1996896,132953
2018-01-31,1506380,6767004,1207147,#N/A N/A,2051737,961095,1293110,1226497,5650775,2603476,2666806,21098911,1810660,3423328,2411966,1708700,546230,3568156,17947666,29811791,12512209,662029,179357,41655,14800812,11411167,21877843,67978842,3954404,#N/A N/A,577551,3923635,615381,1592401,40916811,547559,422340,141603,#N/A N/A,1033165,109553463,3511792,3537365,1180199,1355628,4389981,13384511,6117529,2240813,111636
2018-02-01,1518490,5222162,942051,#N/A N/A,1963564,1550702,1668129,1050211,5910237,3374767,3248016,25814905,2097496,3816246,1701230,1955013,647781,5032919,19616673,30839190,15373298,498608,234260,39559,16779243,6401285,17683571,90364495,3385139,#N/A N/A,661915,7159132,763895,1317162,80466496,596839,442039,109383,#N/A N/A,882980,102019690,3262345,2627606,1314481,1387208,3874739,15256650,8244692,2478314,119672
2018-02-02,1845854,6320958,938757,#N/A N/A,2700960,1593576,1389137,1357214,7366243,3319599,2861729,35091327,2584355,3800872,1715297,1763233,649391,3483645,21089038,42340949,17572073,590481,151549,57612,18783931,7749961,18530722,96470720,3672086,#N/A N/A,719341,5216434,744996,2305848,40200165,835145,380858,191281,#N/A N/A,1046556,210060451,3560357,2884251,1915661,1571498,2931270,14514124,6826348,1696803,114830
2018-02-05,2200391,6737781,904140,#N/A N/A,2275453,1446322,1690182,1574436,6513084,2832460,3404785,20252138,1778846,4418384,1820610,2074609,761533,3564757,15295951,41009536,16862983,761709,181769,47535,22368595,7822745,17001592,104098882,5288478,#N/A N/A,720137,4185229,1009936,3777698,47671481,698332,319473,279219,#N/A N/A,1032517,236999480,3817294,3403365,1696907,1801817,3199779,24878816,7534505,1454845,141439
2018-02-06,4067191,11557342,1675479,#N/A N/A,4166870,3347015,3611475,3615438,14639245,6216382,5796992,33745565,3284077,8757723,3165258,3806605,1393333,9949316,31818695,62889514,27895571,1299696,198937,89298,30623702,10474046,38852487,295905516,6872735,#N/A N/A,1428201,8467594,1992367,6000960,52479638,1477172,1025873,429978,#N/A N/A,2507900,312822430,6703229,6382784,3481245,3730691,6257522,27394211,16069236,3135265,324230
2018-02-07,2076760,6466297,1468664,#N/A N/A,2662190,1960550,2393548,1831053,9411878,3750195,3863371,24594234,2193123,6000938,2183508,2616636,1001407,5030224,20829065,41568233,17469723,774126,114718,81037,23320159,7885481,22900255,212445236,9475416,#N/A N/A,1286023,5254476,1440611,3105417,32257846,860814,534157,316027,#N/A N/A,1218757,118681815,4015307,6971534,2350797,1840880,3509695,21825985,9654886,2387702,183578
2018-02-08,2453525,7323421,1160386,#N/A N/A,2627891,2316295,2294569,2048777,9985340,3732881,3765513,27538700,2281946,5868679,2378157,2518077,689666,4270125,24604435,58748701,22796651,893337,199907,105139,40833158,8006786,21176345,151329118,7503644,#N/A N/A,1063332,5486222,1087349,1436365,24412696,842071,766286,272662,#N/A N/A,1422690,131120809,4560804,5044063,2301573,2579678,4131838,17942520,12899019,2147569,129470
2018-02-09,2634649,7582454,1153046,#N/A N/A,3554261,2346311,2790253,2304425,11184317,4197137,6131928,63175950,2301451,7487093,2181863,3077936,730452,5850652,26130841,48285132,21265449,1074701,206686,78734,28295098,10560851,28662434,169635676,7195769,#N/A N/A,1224665,7517673,1286618,3373829,38779086,1400325,745775,393166,#N/A N/A,1277227,91038152,5529684,4982916,2833681,3585612,4798332,19138174,12684742,2003364,142320
2018-02-12,1934183,4513900,953287,#N/A N/A,2890116,1787667,1806592,1649973,7365637,3113686,3365271,21113507,1938620,4501988,1860017,2221932,511041,2741801,17356073,33812457,14817810,500038,99431,59424,19976048,8061433,16681837,93087594,3859086,#N/A N/A,973509,4135182,811475,1490152,16254418,1083325,491923,399024,#N/A N/A,1132858,57940611,3376948,3782129,1533342,2251811,2981034,11699766,8460852,1226469,125825
